Car,IndIncome,IncomeCategory
0,1.815291,1
1,2.347048,2
0,1.20982,1
1,3.522039,3
1,1.292605,1
1,2.164667,2
1,4.0065,4
0,2.578309,2
1,3.84363,3
1,3.616529,3
1,4.480466,4
1,5.537246,5
0,2.207586,2
0,3.916122,3
1,3.355311,3
1,2.082441,2
1,2.251609,2
1,1.958913,1
1,4.031237,4
1,1.891475,1
0,1.317011,1
0,4.228668,4
0,1.640664,1
1,5.871642,5
0,3.957714,3
0,1.749462,1
1,2.583781,2
1,2.008435,2
1,3.639551,3
1,2.130238,2
1,2.724908,2
0,2.24347,2
1,3.79319,3
1,2.046946,2
1,4.65884,4
1,4.955561,4
0,2.811964,2
1,3.903167,3
1,2.107371,2
0,3.372633,3
0,2.113843,2
0,3.251737,3
1,1.134495,1
1,4.071647,4
0,3.979827,3
1,4.96912,4
1,2.418056,2
1,3.409785,3
0,1.735408,1
1,1.363789,1
0,3.510209,3
0,4.571448,4
1,4.689276,4
1,4.889422,4
1,4.216405,4
1,2.319239,2
1,4.619524,4
0,2.252304,2
1,2.036236,2
1,1.092123,1
1,5.693799,5
1,4.239167,4
0,3.655699,3
1,2.557304,2
1,3.9107,3
0,2.048348,2
1,1.581574,1
1,3.556893,3
1,2.7962,2
0,4.43062,4
1,2.556354,2
1,3.129306,3
1,4.593355,4
1,2.228553,2
1,4.057582,4
0,1.850251,1
1,3.056991,3
1,3.743904,3
0,1.453362,1
1,5.788516,5
1,1.961829,1
1,5.531471,5
1,2.407048,2
1,4.508542,4
0,4.721106,4
1,1.78475,1
1,1.624415,1
1,5.483396,5
1,4.771904,4
1,4.39703,4
1,3.496792,3
0,3.372315,3
1,2.342585,2
1,2.350882,2
0,1.437116,1
0,2.346731,2
1,1.845233,1
1,1.286673,1
0,1.866757,1
0,2.392452,2
1,4.461683,4
1,2.216844,2
1,4.973501,4
1,2.706057,2
0,2.725467,2
1,1.920919,1
0,1.63805,1
1,2.628344,2
0,2.465559,2
1,2.990827,2
1,4.143348,4
1,3.325041,3
1,3.249087,3
1,3.501806,3
0,2.066256,2
1,4.350229,4
0,2.385222,2
0,2.886439,2
1,3.626414,3
1,2.291984,2
1,3.84714,3
1,4.861041,4
1,4.304075,4
1,2.859355,2
1,4.913922,4
1,1.365146,1
1,4.274153,4
0,1.537612,1
1,2.883845,2
0,3.052158,3
1,2.266748,2
0,1.515732,1
1,3.167884,3
1,3.793693,3
1,2.473182,2
1,2.907705,2
1,1.473265,1
1,4.262781,4
1,5.695594,5
1,2.448371,2
1,4.461109,4
1,4.810006,4
1,2.214141,2
1,4.175461,4
1,3.933555,3
0,4.595456,4
1,5.381323,5
0,1.804041,1
1,3.908588,3
0,4.111621,4
1,4.616297,4
1,2.322652,2
0,3.405218,3
0,2.771168,2
1,4.167125,4
1,4.947375,4
1,4.733873,4
1,2.067096,2
1,5.00885,5
1,2.091963,2
1,4.392385,4
1,3.803242,3
1,1.468701,1
0,2.478478,2
1,4.228574,4
1,4.430381,4
1,1.807296,1
1,1.469971,1
1,4.4617,4
1,5.518088,5
1,3.633546,3
1,1.06939,1
0,3.888329,3
1,1.824871,1
1,2.116,2
1,2.18805,2
1,2.790488,2
1,5.582279,5
0,1.252198,1
1,2.744777,2
0,2.87239,2
1,4.01467,4
1,2.969805,2
1,2.791995,2
1,1.974092,1
1,2.633015,2
1,4.992267,4
1,5.123945,5
0,5.983694,5
0,2.311314,2
1,2.163844,2
1,4.475743,4
0,3.581435,3
1,5.315529,5
1,4.851217,4
1,3.103156,3
1,1.257151,1
0,1.082264,1
1,4.710371,4
1,4.575926,4
1,1.115268,1
1,2.543077,2
1,4.214953,4
1,4.57752,4
1,1.671765,1
1,3.18498,3
1,3.200773,3
0,3.969659,3
1,3.772707,3
1,1.656617,1
0,1.197389,1
1,3.649317,3
1,2.898725,2
1,2.476474,2
1,5.426275,5
1,3.436208,3
0,1.332636,1
1,2.93839,2
1,5.861917,5
0,3.573275,3
1,4.682799,4
1,4.012075,4
1,1.055677,1
0,2.900648,2
1,3.982727,3
1,3.293236,3
1,3.648718,3
0,3.176242,3
1,2.382192,2
1,2.902801,2
0,2.922024,2
1,1.345062,1
1,2.956463,2
1,4.352914,4
1,3.233924,3
1,4.867156,4
1,2.003726,2
1,2.485018,2
1,4.181586,4
1,2.539709,2
1,2.326475,2
1,3.935489,3
1,5.991586,5
1,2.513084,2
0,2.063397,2
1,5.277153,5
0,3.569386,3
1,3.089404,3
1,5.885014,5
0,1.816831,1
1,3.616444,3
1,4.115183,4
1,2.209906,2
0,1.156177,1
1,2.775059,2
1,4.397184,4
1,5.291502,5
0,1.653982,1
0,1.568824,1
0,2.915892,2
0,1.212926,1
1,1.209313,1
0,2.325484,2
1,3.108759,3
1,3.798005,3
1,4.585043,4
1,4.890699,4
1,1.174684,1
1,2.806383,2
0,3.777154,3
1,3.348503,3
1,4.94497,4
1,2.007604,2
0,1.797145,1
1,2.002052,2
0,1.100842,1
1,4.352892,4
0,2.296145,2
1,2.917146,2
1,1.74891,1
0,1.482161,1
1,4.973133,4
1,5.576586,5
0,4.414325,4
0,1.205833,1
1,1.161388,1
1,2.262062,2
1,4.408006,4
1,1.465199,1
1,3.454201,3
1,2.382509,2
1,1.313891,1
1,3.221814,3
0,3.091066,3
0,2.651438,2
1,2.244187,2
0,2.490519,2
1,4.911688,4
1,2.190324,2
1,4.314538,4
1,3.236087,3
0,1.544194,1
1,2.613759,2
1,2.023803,2
1,1.343174,1
1,3.96904,3
1,2.555907,2
1,3.461448,3
1,2.416858,2
1,4.74289,4
1,3.13822,3
1,3.637141,3
1,3.030186,3
1,4.858638,4
1,2.214808,2
1,1.186837,1
0,4.736273,4
1,3.007311,3
1,4.545531,4
1,2.740976,2
1,5.854035,5
1,4.712482,4
1,3.765751,3
1,3.041655,3
1,1.869132,1
0,2.734205,2
1,1.779782,1
1,2.956611,2
1,3.470099,3
1,3.355572,3
1,1.245782,1
1,3.114406,3
0,5.900661,5
1,1.9435,1
0,1.460286,1
1,2.703374,2
1,3.650368,3
1,3.259174,3
0,1.999075,1
0,1.335636,1
1,4.125173,4
1,1.152264,1
0,1.967671,1
0,1.943407,1
1,3.443917,3
1,3.926232,3
1,1.501917,1
1,2.463251,2
0,5.126403,5
1,1.409451,1
1,4.215996,4
1,3.998547,3
0,1.937243,1
0,1.175776,1
1,4.55525,4
1,3.68559,3
1,5.200504,5
1,2.019603,2
0,4.741384,4
0,2.481585,2
1,5.704547,5
0,5.314407,5
1,2.349406,2
1,2.823585,2
1,4.971991,4
1,2.246271,2
0,4.484203,4
1,1.620365,1
0,1.292765,1
0,1.732935,1
1,1.303201,1
1,3.999992,3
1,2.701087,2
1,2.115334,2
1,2.358544,2
1,4.259875,4
1,3.120355,3
1,5.982701,5
0,1.268512,1
1,3.06906,3
0,3.642689,3
1,1.820411,1
1,3.040822,3
1,1.410455,1
1,3.923037,3
0,4.018018,4
1,2.813569,2
1,2.990075,2
1,2.976486,2
0,4.329758,4
0,4.691939,4
1,1.620326,1
0,1.046261,1
1,5.485246,5
1,2.759528,2
1,3.355945,3
0,4.488808,4
0,2.388246,2
1,4.581954,4
1,4.503637,4
1,4.591008,4
1,3.446072,3
1,1.154396,1
1,4.86467,4
1,2.467121,2
1,1.062082,1
1,1.681579,1
1,2.299732,2
1,3.984179,3
1,3.692157,3
0,2.841511,2
1,3.008784,3
0,1.602902,1
1,2.091869,2
1,2.340892,2
0,5.893071,5
1,2.848239,2
0,2.138866,2
1,2.053153,2
1,2.703822,2
0,2.506521,2
1,1.346721,1
0,1.184967,1
1,3.010861,3
1,3.463961,3
1,1.715749,1
1,4.446633,4
1,4.060619,4
1,3.49107,3
1,3.233337,3
1,4.744096,4
0,3.364825,3
1,3.837395,3
1,4.951539,4
0,2.942705,2
1,4.21535,4
0,1.383801,1
0,1.006964,1
0,2.959839,2
0,1.447768,1
0,2.777326,2
1,1.519256,1
1,1.239588,1
1,1.731699,1
1,4.679214,4
0,2.942051,2
1,1.530159,1
1,2.357736,2
0,2.335778,2
0,3.432369,3
1,4.740906,4
0,3.546781,3
1,5.521642,5
0,1.231485,1
1,2.355449,2
1,4.05301,4
1,4.833864,4
1,1.798442,1
1,3.489548,3
1,1.530502,1
1,5.259064,5
1,2.105627,2
0,3.056896,3
0,3.816735,3
1,3.07771,3
1,1.062285,1
1,1.324278,1
1,5.914762,5
0,2.092204,2
1,3.365707,3
0,3.829791,3
1,1.322165,1
1,2.682871,2
1,4.68917,4
1,3.348453,3
1,3.383951,3
1,2.827988,2
1,4.425662,4
1,4.360859,4
0,2.390858,2
0,1.40588,1
0,2.217017,2
1,2.091587,2
0,2.412246,2
0,4.722023,4
1,4.238061,4
0,4.866027,4
1,2.402867,2
1,3.287236,3
1,4.405607,4
1,3.462669,3
1,4.773402,4
1,3.132578,3
1,2.904668,2
1,2.318819,2
1,3.94868,3
1,4.386317,4
1,3.417856,3
0,3.362949,3
1,5.486276,5
1,4.677452,4
1,4.418452,4
1,2.275308,2
1,2.957595,2
0,3.233466,3
1,2.062648,2
1,2.340417,2
1,3.071923,3
0,2.778086,2
0,4.795544,4
1,3.360229,3
1,3.171381,3
1,3.574707,3
1,2.893507,2
1,2.520182,2
0,2.424893,2
1,5.207135,5
1,3.551092,3
1,3.361796,3
0,1.362949,1
1,3.836135,3
1,5.035776,5
1,2.012689,2
1,4.726925,4
1,1.688856,1
1,3.03701,3
0,3.82416,3
1,4.594173,4
0,4.083836,4
0,4.35424,4
1,2.934711,2
0,3.285261,3
1,3.52248,3
1,1.220727,1
1,4.26222,4
1,4.791837,4
1,3.756551,3
0,4.423757,4
1,2.502814,2
1,2.654551,2
1,2.457789,2
1,1.920214,1
1,5.338818,5
1,4.165947,4
1,2.043669,2
0,5.087986,5
1,5.563912,5
1,2.642998,2
0,4.973737,4
1,3.466877,3
1,1.311561,1
1,3.184808,3
0,4.903934,4
1,3.874572,3
1,4.45145,4
1,3.810309,3
1,4.332527,4
0,3.155527,3
1,2.612912,2
1,2.090896,2
1,1.139015,1
1,2.298986,2
1,1.409176,1
1,1.265948,1
1,4.201196,4
1,4.118322,4
1,4.819044,4
1,4.690585,4
1,3.781891,3
1,2.519348,2
1,4.522253,4
0,1.194686,1
1,2.633785,2
1,2.8853,2
1,2.949376,2
0,2.245244,2
1,2.980157,2
1,4.478827,4
1,1.811298,1
1,3.85226,3
0,1.509151,1
1,3.79572,3
0,1.400241,1
1,2.726676,2
1,4.072649,4
1,2.074485,2
1,3.263508,3
1,3.158192,3
0,3.629026,3
1,4.387662,4
1,2.09421,2
0,4.22674,4
1,2.291207,2
0,2.425451,2
1,3.618973,3
1,2.004032,2
1,5.786775,5
1,1.275389,1
1,1.735385,1
0,2.350444,2
1,5.857203,5
1,4.108871,4
1,3.898187,3
0,1.452343,1
1,2.28817,2
1,3.95585,3
1,2.330312,2
1,2.470239,2
1,1.460089,1
1,2.083749,2
1,2.595919,2
1,4.534499,4
1,4.504802,4
1,4.905121,4
1,3.23802,3
1,5.988815,5
0,3.860368,3
0,5.326571,5
1,2.533549,2
1,4.440418,4
0,1.214135,1
1,2.387308,2
1,2.798274,2
1,1.36202,1
1,3.685371,3
1,5.66706,5
0,3.832508,3
1,4.69951,4
0,2.25311,2
0,3.919009,3
1,4.825957,4
1,4.106485,4
1,4.887691,4
1,5.538968,5
0,1.927377,1
1,4.026995,4
1,2.996762,2
1,2.40434,2
1,2.771743,2
1,5.71206,5
0,1.733587,1
1,5.809344,5
0,4.153024,4
0,4.879488,4
1,1.135588,1
1,3.776849,3
0,3.655129,3
0,3.808861,3
1,2.824718,2
1,3.36543,3
1,3.393141,3
1,1.63158,1
1,1.068317,1
1,4.72433,4
1,4.394957,4
0,2.949543,2
1,5.906909,5
1,3.181425,3
0,3.467992,3
0,4.483451,4
1,1.782634,1
0,1.014375,1
1,3.484802,3
1,4.376474,4
1,4.971379,4
1,1.261991,1
1,4.245482,4
1,3.791337,3
0,4.678173,4
1,4.499619,4
1,1.127444,1
1,2.143142,2
0,3.483506,3
1,2.840395,2
1,3.807182,3
0,2.768008,2
1,3.826852,3
1,3.358646,3
0,3.55822,3
1,5.983462,5
1,4.586574,4
1,5.496888,5
1,4.525962,4
1,1.964504,1
0,2.644573,2
1,1.989376,1
1,4.572097,4
1,1.934586,1
1,2.975584,2
1,3.345252,3
1,2.807031,2
1,2.113772,2
0,3.263927,3
0,3.943881,3
1,3.290043,3
1,1.804321,1
0,2.855301,2
1,5.171764,5
1,5.770346,5
0,5.016728,5
0,2.886089,2
1,1.174084,1
1,3.605294,3
1,4.230494,4
1,2.839215,2
1,4.50931,4
1,4.077192,4
1,2.151352,2
1,1.49228,1
1,2.577863,2
1,5.06275,5
0,2.549691,2
1,4.14655,4
1,2.889867,2
0,1.977554,1
1,2.673258,2
1,4.503401,4
1,2.091527,2
0,4.695441,4
1,3.726744,3
1,3.219554,3
1,3.710673,3
1,4.697543,4
1,1.730525,1
0,3.460088,3
0,3.761724,3
1,1.428511,1
1,3.772595,3
1,4.109652,4
1,4.15441,4
1,2.177847,2
1,1.511913,1
1,2.360058,2
1,3.538814,3
0,1.73043,1
1,1.854314,1
1,3.419737,3
0,2.589817,2
1,3.328202,3
1,2.204558,2
1,3.902446,3
1,1.977001,1
1,4.793798,4
0,1.424455,1
0,3.756854,3
1,1.80185,1
1,1.312359,1
1,2.356779,2
1,5.397103,5
0,4.311125,4
1,3.841909,3
0,4.024681,4
1,4.344268,4
1,5.479111,5
1,2.724618,2
1,2.33742,2
1,1.386384,1
1,3.031385,3
1,4.853699,4
1,1.942248,1
1,1.583761,1
1,3.002074,3
1,4.005489,4
1,2.3158,2
0,1.795733,1
1,4.24066,4
1,2.753867,2
1,1.420018,1
1,4.489905,4
0,1.83828,1
1,4.475947,4
1,1.539191,1
1,1.254756,1
1,2.535031,2
1,4.209916,4
1,4.73646,4
0,2.556315,2
0,2.202523,2
1,3.278079,3
1,1.11573,1
0,2.400944,2
1,5.703236,5
0,1.881432,1
1,2.271441,2
0,1.116645,1
1,4.010542,4
1,4.748904,4
1,5.782547,5
1,3.576916,3
1,2.487272,2
0,4.046187,4
0,1.670325,1
1,2.599014,2
0,3.304493,3
1,4.574162,4
1,4.310839,4
1,5.956097,5
1,1.409622,1
1,2.158203,2
1,1.579904,1
1,4.177617,4
1,2.838749,2
1,4.377472,4
1,4.251778,4
1,2.821128,2
1,2.546445,2
1,5.242554,5
1,2.857702,2
0,2.401447,2
1,5.752439,5
1,5.685973,5
0,3.582836,3
1,3.16229,3
1,5.774603,5
1,1.346265,1
1,3.82463,3
0,1.920887,1
0,1.275586,1
1,1.009021,1
1,2.899422,2
1,4.097903,4
1,4.220018,4
1,3.849001,3
1,2.434317,2
1,5.893765,5
1,2.148685,2
1,5.47947,5
1,2.982259,2
0,1.041228,1
1,3.486042,3
0,1.151776,1
1,4.892238,4
0,1.105446,1
1,3.605579,3
1,4.224485,4
0,4.619033,4
0,3.064641,3
1,1.990949,1
1,1.051044,1
1,4.518946,4
1,2.47062,2
1,4.41617,4
1,1.211793,1
1,3.431794,3
1,2.287698,2
0,3.783664,3
1,2.227802,2
1,5.390265,5
1,3.216576,3
1,4.39869,4
0,4.584205,4
1,4.314475,4
1,4.727845,4
1,5.086994,5
0,1.314497,1
1,3.21305,3
1,3.248113,3
0,2.061425,2
1,3.952074,3
1,5.725585,5
1,3.027037,3
1,3.945725,3
1,3.471777,3
1,4.874378,4
1,4.716952,4
1,4.173464,4
1,4.219713,4
1,4.940066,4
1,4.369402,4
1,2.644789,2
0,1.418589,1
0,5.487093,5
0,2.24477,2
1,1.902074,1
0,3.050744,3
1,2.851051,2
1,4.997047,4
0,1.037683,1
0,3.928538,3
1,4.154558,4
0,2.979375,2
1,1.843719,1
0,1.294846,1
1,1.940774,1
1,3.120114,3
0,2.842437,2
1,1.730254,1
0,2.440279,2
1,2.471749,2
1,5.185387,5
0,1.185678,1
1,1.783087,1
1,4.062136,4
1,1.553379,1
1,2.518102,2
1,2.37979,2
0,3.24282,3
1,4.380975,4
1,3.561943,3
1,1.189671,1
1,1.441178,1
1,2.187461,2
1,2.772146,2
1,5.790423,5
1,5.750973,5
1,1.191323,1
1,2.553714,2
1,2.431017,2
1,3.969494,3
0,3.582343,3
1,1.230459,1
1,3.899118,3
1,1.876667,1
0,3.091212,3
1,5.714644,5
0,5.407411,5
1,2.213711,2
1,3.605713,3
1,2.779186,2
1,2.517242,2
0,5.95744,5
0,2.141197,2
0,1.501533,1
1,2.041133,2
1,1.044449,1
1,3.834657,3
0,1.260816,1
0,1.205973,1
1,1.197652,1
1,4.398673,4
1,4.737886,4
1,5.469142,5
1,3.573468,3
1,1.647842,1
0,2.63329,2
0,3.447008,3
1,4.959753,4
1,1.327864,1
1,3.308436,3
1,2.93124,2
1,5.863829,5
1,3.544227,3
0,1.740413,1
1,4.125358,4
1,3.162329,3
1,3.212085,3
1,2.842362,2
1,3.642349,3
1,1.763981,1
1,5.431918,5
1,2.778295,2
1,3.158941,3
0,3.558426,3
1,2.350824,2
0,2.947903,2
1,1.307198,1
1,5.240057,5
0,3.633045,3
1,2.999478,2
0,5.775889,5
1,3.216406,3
1,3.332771,3
1,3.313837,3
1,3.566711,3
1,4.728217,4
1,3.505082,3
1,4.171552,4
1,1.83829,1
0,2.926818,2
1,3.882601,3
1,3.164528,3
1,4.214802,4
1,4.456284,4
0,1.146402,1
0,2.086146,2
1,2.594555,2
0,1.551985,1
1,1.192359,1
1,3.846587,3
1,1.443983,1
0,2.758413,2
0,4.183519,4
0,4.630796,4
1,5.238045,5
0,3.355466,3
1,4.675548,4
0,3.780986,3
1,2.474551,2
1,4.887878,4
1,5.849361,5
1,1.056937,1
0,1.294685,1
1,4.553436,4
1,4.378098,4
1,4.172647,4
1,3.160493,3
0,2.596938,2
1,2.872752,2
1,4.93623,4
1,5.395721,5
1,4.801084,4
1,4.807311,4
1,1.264756,1
0,2.131509,2
1,3.083018,3
0,1.00347,1
1,3.059408,3
0,3.099757,3
0,5.345059,5
1,3.56387,3
0,2.266557,2
1,4.575395,4
1,3.681433,3
1,3.754369,3
1,2.927366,2
1,2.541775,2
1,4.019388,4
1,2.826889,2
0,4.093975,4
1,3.232924,3
1,2.783052,2
1,5.309487,5
1,5.346923,5
1,3.532863,3
0,2.022007,2
1,4.122785,4
1,1.923904,1
1,4.298218,4
0,1.537556,1
1,2.1513,2
1,4.371723,4
1,2.359081,2
1,1.914266,1
1,2.153159,2
1,2.043643,2
0,3.698306,3
1,4.737842,4
1,2.08802,2
0,4.624058,4
1,5.621075,5
1,4.832439,4
1,4.611779,4
1,1.66916,1
1,1.952048,1
1,2.50528,2
1,3.622995,3
1,2.106921,2
0,2.241044,2
1,2.862161,2
0,2.008634,2
1,4.983149,4
1,4.295135,4
1,2.230906,2
1,4.62153,4
1,4.850505,4
0,5.406169,5
1,3.985875,3
1,5.230931,5
1,2.756758,2
1,3.470415,3
0,1.663567,1
1,1.201759,1
1,4.528739,4
1,3.938732,3
1,5.713047,5
0,2.67223,2
1,5.168748,5
1,3.851363,3
1,2.838235,2
1,3.068759,3
0,1.313935,1
1,3.513909,3
1,4.808718,4
1,4.287322,4
1,1.137811,1
0,1.345847,1
1,1.484009,1
1,5.20039,5
1,4.751355,4
1,2.622432,2
0,3.09758,3
1,4.870137,4
1,4.521754,4
1,1.184135,1
1,2.389037,2
1,5.076486,5
1,3.582784,3
1,5.850982,5
0,2.180998,2
0,1.972773,1
0,3.590988,3
0,1.368806,1
0,4.148651,4
1,3.285544,3
1,1.519771,1
1,3.632116,3
1,3.206571,3
1,3.828377,3
1,4.163199,4
1,2.471819,2
0,3.049423,3
1,2.87179,2
1,3.203461,3
1,2.138942,2
1,5.311507,5
1,3.591806,3
1,4.241647,4
1,1.084527,1
0,1.446234,1
0,3.020705,3
1,2.39641,2
1,4.4211,4
1,2.789295,2
1,5.872574,5
0,1.799103,1
1,3.359456,3
1,5.239494,5
1,3.217033,3
1,1.817298,1
0,1.274861,1
1,3.268585,3
1,2.090746,2
1,2.4012,2
1,3.760101,3
0,2.486572,2
1,4.919939,4
1,1.309325,1
0,1.411923,1
1,3.835099,3
0,5.92459,5
1,2.040166,2
0,2.383239,2
1,5.550822,5
1,4.641744,4
1,2.898051,2
1,4.685663,4
1,1.553043,1
1,4.553909,4
1,2.913851,2
1,5.99351,5
1,3.898901,3
0,2.065895,2
0,2.743243,2
1,3.702628,3
0,5.600348,5
1,2.069386,2
1,1.947729,1
1,3.80068,3
1,2.171281,2
1,4.778663,4
0,1.998683,1
1,1.501261,1
1,5.696839,5
0,2.288313,2
1,2.020901,2
1,4.732485,4
1,4.149755,4
1,3.712939,3
1,3.527132,3
0,2.516725,2
0,1.869275,1
0,3.863524,3
1,5.857515,5
1,3.363384,3
0,2.934491,2
0,1.651233,1
0,3.955955,3
1,2.574615,2
1,5.748906,5
0,1.312403,1
0,5.669193,5
0,2.55855,2
1,3.115762,3
0,4.992015,4
1,3.406064,3
1,4.071639,4
0,2.337821,2
0,2.31125,2
1,3.50125,3
1,2.337222,2
1,5.244608,5
0,5.163263,5
1,2.723643,2
1,2.805935,2
0,2.846834,2
1,5.142591,5
1,3.447278,3
1,4.945609,4
1,2.458451,2
1,2.506128,2
1,4.732168,4
1,1.161446,1
1,4.65531,4
0,1.732391,1
0,2.288686,2
1,4.942729,4
1,1.069735,1
1,4.805039,4
1,2.341609,2
1,2.287304,2
1,3.446819,3
1,4.055672,4
1,3.713757,3
1,3.307589,3
1,5.922095,5
1,5.618029,5
1,2.229921,2
1,4.286211,4
1,3.682779,3
0,1.746139,1
1,3.347487,3
1,2.467633,2
1,5.803146,5
1,2.8861,2
0,1.697819,1
1,4.789189,4
1,2.039381,2
0,4.714537,4
1,3.744543,3
1,5.075256,5
1,4.168057,4
1,5.734882,5
1,4.625867,4
1,4.496401,4
1,2.721042,2
0,3.803163,3
1,4.44139,4
0,3.588795,3
1,1.151741,1
0,2.201021,2
1,5.251256,5
0,2.939359,2
1,4.680512,4
1,5.972057,5
1,3.462416,3
1,3.946284,3
1,5.740251,5
1,2.50308,2
1,4.936395,4
1,3.639531,3
0,2.196698,2
1,3.278364,3
1,3.000094,3
1,3.093903,3
1,1.801159,1
1,4.638401,4
0,1.122797,1
1,3.123642,3
1,4.360035,4
1,5.509231,5
1,4.117168,4
1,2.237831,2
1,4.035048,4
1,3.705491,3
1,2.42271,2
1,2.636666,2
1,4.423341,4
1,2.463278,2
0,1.394113,1
1,4.203255,4
0,1.168243,1
1,4.725203,4
1,5.988558,5
1,2.723814,2
1,3.310444,3
1,2.533652,2
1,3.94986,3
1,4.198804,4
1,3.194883,3
1,2.601621,2
0,1.021758,1
1,2.948642,2
1,1.962607,1
0,2.80513,2
0,2.851146,2
1,5.368049,5
1,5.935495,5
0,3.658422,3
1,2.473751,2
1,3.664616,3
0,3.219734,3
1,3.146376,3
1,1.086131,1
1,2.918218,2
1,3.571819,3
1,4.881464,4
1,4.025871,4
0,4.933011,4
1,4.095166,4
0,1.291978,1
0,2.236143,2
1,2.948811,2
1,2.786528,2
0,1.963902,1
1,4.004261,4
1,3.881151,3
1,5.385921,5
1,2.757473,2
1,2.431005,2
1,3.960865,3
0,2.368443,2
0,4.950653,4
0,1.157242,1
1,2.205025,2
0,3.818463,3
1,2.589125,2
1,4.517204,4
0,1.005484,1
1,1.90704,1
1,2.888858,2
1,3.360848,3
1,2.135122,2
0,2.957856,2
1,3.330124,3
0,5.522514,5
1,3.057779,3
1,2.006842,2
1,2.368228,2
1,4.936135,4
1,5.596026,5
0,5.631329,5
1,3.00678,3
1,3.606479,3
1,3.467344,3
1,4.06033,4
0,4.879445,4
1,2.352639,2
0,1.47423,1
1,5.121995,5
1,1.194397,1
1,2.411791,2
1,3.030858,3
1,4.24183,4
1,2.658738,2
1,5.965535,5
1,1.811737,1
1,4.704529,4
1,1.229115,1
1,5.575818,5
1,3.848133,3
1,3.920115,3
1,1.509739,1
0,1.10164,1
1,3.079023,3
1,4.022271,4
0,3.552155,3
1,3.070731,3
0,2.133004,2
0,1.512117,1
1,3.136102,3
0,3.882116,3
0,1.510807,1
1,3.976483,3
1,4.026069,4
1,2.16841,2
1,5.909594,5
1,1.02082,1
1,2.888111,2
1,3.13097,3
1,3.963674,3
1,3.566294,3
1,3.642844,3
1,3.015962,3
1,3.676282,3
1,3.480735,3
1,4.431815,4
1,2.11677,2
1,4.994027,4
0,1.214086,1
1,4.547278,4
1,1.523065,1
1,5.822727,5
1,2.448695,2
0,1.657341,1
1,3.874447,3
1,2.082983,2
1,3.843189,3
0,4.190874,4
1,4.516073,4
0,3.880697,3
1,1.556983,1
1,2.77746,2
1,3.441442,3
1,3.895965,3
1,3.104014,3
0,1.837566,1
1,5.655727,5
1,2.029293,2
1,1.209224,1
1,4.167361,4
0,2.432406,2
1,4.2164,4
1,2.524268,2
1,3.615914,3
1,3.17696,3
1,5.264034,5
0,1.653921,1
1,1.402718,1
0,1.426298,1
1,4.546594,4
1,3.665771,3
0,1.987931,1
1,3.861136,3
1,4.660736,4
1,4.786425,4
1,3.003207,3
1,2.79209,2
1,3.781984,3
1,4.41429,4
1,2.140629,2
0,3.741932,3
1,4.356223,4
1,3.652456,3
0,3.481187,3
0,1.473823,1
0,4.152963,4
1,4.644882,4
1,4.170346,4
1,2.080248,2
1,1.653453,1
0,1.807397,1
1,2.120587,2
0,2.450676,2
1,2.079391,2
0,1.8324,1
1,2.481653,2
0,2.65638,2
1,4.210287,4
1,3.374589,3
1,5.770971,5
1,4.387351,4
1,3.141079,3
1,4.248178,4
1,4.476482,4
1,3.814208,3
1,2.220436,2
1,3.277688,3
1,3.037045,3
1,4.143243,4
1,1.006465,1
1,1.434729,1
1,4.988302,4
1,4.380023,4
1,4.534705,4
1,5.975829,5
0,1.604415,1
1,4.499855,4
1,4.388172,4
1,3.814379,3
1,2.277848,2
1,5.174648,5
0,1.635236,1
0,1.601591,1
0,4.919711,4
1,4.055663,4
1,2.284498,2
1,4.08645,4
1,2.407268,2
0,1.700002,1
0,3.615425,3
0,3.088639,3
1,2.247546,2
1,2.267955,2
1,2.102292,2
1,5.293719,5
1,3.402738,3
1,4.967239,4
0,2.143312,2
1,4.809099,4
0,1.341458,1
1,5.120108,5
0,4.192557,4
0,2.405918,2
1,2.401624,2
1,2.650817,2
1,3.286695,3
1,3.017815,3
0,3.902399,3
1,4.079127,4
1,1.420936,1
1,3.336928,3
1,2.597913,2
1,2.772982,2
1,2.984117,2
0,2.060611,2
1,1.418583,1
1,5.034536,5
1,4.626997,4
1,3.563673,3
1,1.458407,1
1,1.499448,1
1,4.841385,4
0,1.074679,1
1,1.883178,1
1,4.964386,4
0,3.771269,3
1,5.309595,5
1,4.274438,4
0,1.089138,1
0,2.379278,2
1,2.637087,2
1,3.822503,3
1,3.928152,3
1,2.640064,2
0,1.084432,1
1,2.016567,2
1,4.693171,4
1,1.595556,1
1,5.540315,5
0,2.351328,2
1,2.12448,2
1,4.771843,4
1,5.73284,5
1,1.160029,1
0,3.627248,3
0,2.722098,2
1,5.449574,5
1,2.667911,2
1,2.853903,2
1,3.16296,3
1,4.936822,4
1,3.325013,3
1,3.774044,3
1,3.627793,3
1,4.839702,4
1,3.480707,3
0,4.21678,4
1,3.880004,3
1,2.051276,2
0,3.088625,3
1,2.299898,2
1,2.316226,2
1,3.819466,3
0,3.425543,3
1,2.614348,2
1,4.204186,4
1,1.713406,1
1,4.460326,4
0,5.53317,5
1,5.626298,5
1,3.041343,3
1,4.670963,4
1,3.904773,3
1,1.777644,1
1,5.359054,5
1,1.71749,1
0,2.315613,2
1,2.70859,2
1,3.771965,3
0,1.132696,1
1,5.263264,5
1,2.944096,2
1,2.418234,2
